date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:46:51	3330/3330	---MC-	200	added ('OK')	image/png	etag:%2209283ac8f868a362d50850a4e3a07067%22	https://framerusercontent.com/images/2kutYq6QQ7cOgzMzV9kxu8ADPs.png?width=494&height=125	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/2kutYq6QQ7cOgzMzV9kxu8ADPs811f.png	(from https://www.rebelforce.nl/)
10:46:52	3304/3304	---MC-	200	added ('OK')	image/png	etag:%22e626bb241f3d69ac5c0d26560b569cc5%22	https://framerusercontent.com/images/hpPPpyQiZcqgFYWy9y1gzFeRE.png?width=494&height=125	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/hpPPpyQiZcqgFYWy9y1gzFeRE811f.png	(from https://www.rebelforce.nl/)
10:46:52	11916/11916	---MC-	200	added ('OK')	image/png	etag:%2257db3368092ff80c50b433c5e6b8e607%22	https://framerusercontent.com/images/Y4QXb2wV5or2oFVGuvCUVrumVo.png?width=2842&height=472	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/Y4QXb2wV5or2oFVGuvCUVrumVo7b66.png	(from https://www.rebelforce.nl/)
10:46:53	8651/8651	---MC-	200	added ('OK')	image/png	etag:%2239483381768ca667e4fc6f99fbe7fb46%22	https://framerusercontent.com/images/iNz6ii5WJl57Ud3puOyWOj806E.png?width=710&height=155	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/iNz6ii5WJl57Ud3puOyWOj806E1dca.png	(from https://www.rebelforce.nl/)
10:46:53	9805/9805	---MC-	200	added ('OK')	image/png	etag:%22090da19220afb557c11b49dc7a6198b0%22	https://framerusercontent.com/images/VXc1SAHFBDVndQ7fJMMiExjWAm8.png?width=1063&height=253	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/VXc1SAHFBDVndQ7fJMMiExjWAm8951d.png	(from https://www.rebelforce.nl/)
10:46:54	212771/212771	---MC-	200	added ('OK')	image/png	etag:%227dd7aa58c91dd493ea015d593117f128%22	https://framerusercontent.com/images/RbbX8okrkzlR2ERdzHlOFQLIHkQ.png?width=1536&height=1024	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/RbbX8okrkzlR2ERdzHlOFQLIHkQc65e.png	(from https://www.rebelforce.nl/)
10:46:55	376925/376925	---MC-	200	added ('OK')	image/png	etag:%22e53d007caaac2c6ebcc8f6e662f0db0f%22	https://framerusercontent.com/images/xtm9GkCqptoBDAByAzB0WdnU00.png?width=1782&height=1176	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/xtm9GkCqptoBDAByAzB0WdnU003459.png	(from https://www.rebelforce.nl/)
10:46:56	316450/316450	---MC-	200	added ('OK')	image/png	etag:%22ef088adf868024adc80a1d1b2cc7a20b%22	https://framerusercontent.com/images/orwbUmrsWSQHZl5vaOiyw22pKRU.png?width=1792&height=1190	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/orwbUmrsWSQHZl5vaOiyw22pKRUdd15.png	(from https://www.rebelforce.nl/)
10:46:58	527527/527527	---MC-	200	added ('OK')	image/png	etag:%22f6210ff4279d4b65c07825992d3264ac%22	https://framerusercontent.com/images/hWUZD1aupbpLWi5F0cPZAaAY6A.png?width=1796&height=1182	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/hWUZD1aupbpLWi5F0cPZAaAY6Aee36.png	(from https://www.rebelforce.nl/)
10:46:59	379824/379824	---MC-	200	added ('OK')	image/png	etag:%227c01b35ee805c5621c26f31b9e5c70c2%22	https://framerusercontent.com/images/0yy7dqtJgt3NQq65AcgI59RGa8M.png?width=1024&height=1024	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/0yy7dqtJgt3NQq65AcgI59RGa8M90ee.png	(from https://www.rebelforce.nl/)
10:47:00	402999/402999	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202026%2019:27:56%20GMT	https://www.rebelforce.nl/works/thriveos	C:/My%20Web%20Sites/RebelForce/www.rebelforce.nl/works/thriveos.html	(from https://www.rebelforce.nl/)
10:47:00	346106/346106	---MC-	200	added ('OK')	image/jpeg	etag:%229bcf8f06388d4cd3a3515391264ff814%22	https://framerusercontent.com/images/ja7qfOnc7CJGgl8fvHWcIbGpeU.jpeg?width=1600&height=1157	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/ja7qfOnc7CJGgl8fvHWcIbGpeU37e1.jpg	(from https://www.rebelforce.nl/)
10:47:00	386884/386884	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202026%2019:27:56%20GMT	https://www.rebelforce.nl/works/excelsior	C:/My%20Web%20Sites/RebelForce/www.rebelforce.nl/works/excelsior.html	(from https://www.rebelforce.nl/)
10:47:01	399667/399667	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20May%202026%2012:06:51%20GMT	https://www.rebelforce.nl/works/blijkgroep	C:/My%20Web%20Sites/RebelForce/www.rebelforce.nl/works/blijkgroep.html	(from https://www.rebelforce.nl/)
10:47:01	278476/278476	---MC-	200	added ('OK')	image/jpeg	etag:%2227e33efec5cfa04753b8228e0d9d6942%22	https://framerusercontent.com/images/Gmf3c3g6ozvYxkIwdI2Ho8kCxlo.jpg?width=1000&height=1000	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/Gmf3c3g6ozvYxkIwdI2Ho8kCxlo5d35.jpg	(from https://www.rebelforce.nl/)
10:47:02	342093/342093	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202026%2019:27:57%20GMT	https://www.rebelforce.nl/works	C:/My%20Web%20Sites/RebelForce/www.rebelforce.nl/works.html	(from https://www.rebelforce.nl/)
10:47:02	25247/25247	---MC-	200	added ('OK')	image/png	etag:%22c262e1e01249cdeefc00f9e1039ea0c8%22	https://framerusercontent.com/images/d7KGf2kJo9DNCmv85hiYS5tHDTk.png?width=350&height=350	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/d7KGf2kJo9DNCmv85hiYS5tHDTk5712.png	(from https://www.rebelforce.nl/)
10:47:02	23843/23843	---MC-	200	added ('OK')	image/png	etag:%22d8cb2426af5d7a28289aac48d981a295%22	https://framerusercontent.com/images/sZwQDNc9VYv6EwVPxEeRR4ErXY.png?width=350&height=350	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/sZwQDNc9VYv6EwVPxEeRR4ErXY5712.png	(from https://www.rebelforce.nl/)
10:47:02	20814/20814	---MC-	200	added ('OK')	image/png	etag:%22ac7a11ac4dbcc025f033568d7c0a46c3%22	https://framerusercontent.com/images/Z7q0ip7LD35mgqyx2wl5I6iIBQ.png?width=350&height=350	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/Z7q0ip7LD35mgqyx2wl5I6iIBQ5712.png	(from https://www.rebelforce.nl/)
10:47:03	188409/188409	---MC-	200	added ('OK')	image/png	etag:%22d41c3556f054010be5011d686b310de0%22	https://framerusercontent.com/images/zoIInaosVMRrQmmsA0vfTGt9I.png?width=2880&height=1786	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/zoIInaosVMRrQmmsA0vfTGt9Ifc93.png	(from https://www.rebelforce.nl/)
10:47:03	455081/455081	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202026%2019:27:57%20GMT	https://www.rebelforce.nl/blog	C:/My%20Web%20Sites/RebelForce/www.rebelforce.nl/blog.html	(from https://www.rebelforce.nl/)
10:47:04	276951/276951	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202026%2020:09:48%20GMT	https://www.rebelforce.nl/blog/how-to-operationalize-ai-real-business-impact	C:/My%20Web%20Sites/RebelForce/www.rebelforce.nl/blog/how-to-operationalize-ai-real-business-impact.html	(from https://www.rebelforce.nl/)
10:47:04	118345/118345	---MC-	200	added ('OK')	image/jpeg	etag:%225c544b5c0e416fdabb30c2688889e9a3%22	https://framerusercontent.com/images/qvuiEJpthfJC2PwnUptfCBhPIKo.jpg?width=1536&height=1024	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/qvuiEJpthfJC2PwnUptfCBhPIKoc65e.jpg	(from https://www.rebelforce.nl/)
10:47:04	321601/321601	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202026%2020:09:43%20GMT	https://www.rebelforce.nl/blog/ai-talent-gap-building-cross-functional-teams	C:/My%20Web%20Sites/RebelForce/www.rebelforce.nl/blog/ai-talent-gap-building-cross-functional-teams.html	(from https://www.rebelforce.nl/)
10:47:05	139645/139645	---MC-	200	added ('OK')	image/jpeg	etag:%22a88153bf64daa00f782195eb1cf703e7%22	https://framerusercontent.com/images/2cG596lDqZ4f8MnL8dNW6fyHG6Q.jpg?width=1536&height=1024	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/2cG596lDqZ4f8MnL8dNW6fyHG6Qc65e.jpg	(from https://www.rebelforce.nl/)
10:47:05	317689/317689	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202026%2020:09:13%20GMT	https://www.rebelforce.nl/blog/ai-enablement-template-checklist-teams	C:/My%20Web%20Sites/RebelForce/www.rebelforce.nl/blog/ai-enablement-template-checklist-teams.html	(from https://www.rebelforce.nl/)
10:47:06	248330/248330	---MC-	200	added ('OK')	image/jpeg	etag:%2246dde357b626e15e3e078fcdb57fdd6c%22	https://framerusercontent.com/images/a8HdbjKj2e0qxSfTYafU32Ii8Rc.jpg?width=1536&height=1024	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/a8HdbjKj2e0qxSfTYafU32Ii8Rcc65e.jpg	(from https://www.rebelforce.nl/)
10:47:06	28803/28803	---MC-	200	added ('OK')	image/png	etag:%224f519755b98c7b2348ad34f52712321c%22	https://framerusercontent.com/images/oDTkLxpJ4ZvIuKy2hGyr9Sj1I.png?width=350&height=350	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/oDTkLxpJ4ZvIuKy2hGyr9Sj1I5712.png	(from https://www.rebelforce.nl/)
10:47:06	36105/36105	---MC-	200	added ('OK')	image/jpeg	etag:%2264bd1bb2224f17380454aa47e28dd764%22	https://framerusercontent.com/images/3X1HO3X74cUE2rChqeNy9aFq20.jpg?width=1440&height=709	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/3X1HO3X74cUE2rChqeNy9aFq20097f.jpg	(from https://www.rebelforce.nl/)
10:47:07	304606/304606	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202026%2019:27:57%20GMT	https://www.rebelforce.nl/contact	C:/My%20Web%20Sites/RebelForce/www.rebelforce.nl/contact.html	(from https://www.rebelforce.nl/)
10:47:07	326/326	---MCZ	200	added ('OK')	text/css	date:Wed,%2006%20May%202026%2019:11:44%20GMT	https://unpkg.com/lenis@1.3.8/dist/lenis.css	C:/My%20Web%20Sites/RebelForce/unpkg.com/lenis@1.3.8/dist/lenis.css	(from https://www.rebelforce.nl/)
10:47:07	4750/4750	---MC-	200	added ('OK')	image/png	etag:%22e79366d9a40bc02171bc7fb9c7f43776%22	https://framerusercontent.com/images/4wv1kn8foGAJfGOvEQ4ZSMwK0.png?width=500&height=347	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/4wv1kn8foGAJfGOvEQ4ZSMwK02cd9.png	(from https://www.rebelforce.nl/)
10:47:08	7738/7738	---MC-	200	added ('OK')	image/png	etag:%22b894054a7a486547748673db20c05ee1%22	https://framerusercontent.com/images/LFcRgz5wdtDqe4XmYKIusYjCyM.png?width=461&height=299	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/LFcRgz5wdtDqe4XmYKIusYjCyMf061.png	(from https://www.rebelforce.nl/)
10:47:08	4717/4717	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2025%20May%202026%2008:47:08%20GMT	https://www.rebelforce.nl/cdn-cgi/l/email-protection	C:/My%20Web%20Sites/RebelForce/www.rebelforce.nl/cdn-cgi/l/email-protection	(from https://www.rebelforce.nl/)
10:47:08	622718/622718	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202026%2019:27:57%20GMT	https://www.rebelforce.nl/services	C:/My%20Web%20Sites/RebelForce/www.rebelforce.nl/services.html	(from https://www.rebelforce.nl/)
10:47:09	512915/512915	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202026%2019:27:57%20GMT	https://www.rebelforce.nl/about	C:/My%20Web%20Sites/RebelForce/www.rebelforce.nl/about.html	(from https://www.rebelforce.nl/)
10:47:09	321751/321751	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202026%2019:27:57%20GMT	https://www.rebelforce.nl/legal/privacy-policy	C:/My%20Web%20Sites/RebelForce/www.rebelforce.nl/legal/privacy-policy.html	(from https://www.rebelforce.nl/)
10:47:10	322269/322269	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202026%2019:27:57%20GMT	https://www.rebelforce.nl/legal/terms-of-service	C:/My%20Web%20Sites/RebelForce/www.rebelforce.nl/legal/terms-of-service.html	(from https://www.rebelforce.nl/)
10:47:10	1239/1239	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2025%20May%202026%2008:47:09%20GMT	https://www.rebelforce.nl/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/RebelForce/www.rebelforce.nl/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://www.rebelforce.nl/)
10:47:10	69073/69073	---MC-	200	added ('OK')	image/jpeg	etag:%22a8a9d7069316084215dd1dc61ebc3810%22	https://framerusercontent.com/images/ja7qfOnc7CJGgl8fvHWcIbGpeU.jpeg?scale-down-to=512&width=1600&height=1157%20512w,https://framerusercontent.com/images/ja7qfOnc7CJGgl8fvHWcIbGpeU.jpeg?scale-down-to=1024&width=1600&height=1157%201024w,https://framerusercontent.com/images/ja7qfOnc7CJGgl8fvHWcIbGpeU.jpeg?width=1600&height=1157%201600w	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/ja7qfOnc7CJGgl8fvHWcIbGpeUa7a6.jpg	(from https://www.rebelforce.nl/)
10:47:11	79345/79345	---MC-	200	added ('OK')	image/jpeg	etag:%2294b7a47b9b581b3ec6806542972207c8%22	https://framerusercontent.com/images/Gmf3c3g6ozvYxkIwdI2Ho8kCxlo.jpg?scale-down-to=512&width=1000&height=1000%20512w,https://framerusercontent.com/images/Gmf3c3g6ozvYxkIwdI2Ho8kCxlo.jpg?width=1000&height=1000%201000w	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/Gmf3c3g6ozvYxkIwdI2Ho8kCxlo89b8.jpg	(from https://www.rebelforce.nl/)
10:47:11	35252/35252	---MC-	200	added ('OK')	image/jpeg	etag:%22ec59eb4a4037fa6c015491aa5dd6d4fe%22	https://framerusercontent.com/images/qvuiEJpthfJC2PwnUptfCBhPIKo.jpg?scale-down-to=512&width=1536&height=1024%20512w,https://framerusercontent.com/images/qvuiEJpthfJC2PwnUptfCBhPIKo.jpg?scale-down-to=1024&width=1536&height=1024%201024w,https://framerusercontent.com/images/qvuiEJpthfJC2PwnUptfCBhPIKo.jpg?width=1536&height=1024%201536w	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/qvuiEJpthfJC2PwnUptfCBhPIKo77e2.jpg	(from https://www.rebelforce.nl/)
10:47:11	43105/43105	---MC-	200	added ('OK')	image/jpeg	etag:%2208e2a121bb877a006b5be77be5dd3fbc%22	https://framerusercontent.com/images/2cG596lDqZ4f8MnL8dNW6fyHG6Q.jpg?scale-down-to=512&width=1536&height=1024%20512w,https://framerusercontent.com/images/2cG596lDqZ4f8MnL8dNW6fyHG6Q.jpg?scale-down-to=1024&width=1536&height=1024%201024w,https://framerusercontent.com/images/2cG596lDqZ4f8MnL8dNW6fyHG6Q.jpg?width=1536&height=1024%201536w	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/2cG596lDqZ4f8MnL8dNW6fyHG6Q9f35.jpg	(from https://www.rebelforce.nl/)
10:47:12	52481/52481	---MC-	200	added ('OK')	image/jpeg	etag:%22bb308688de90c0e46c1646e4e46eca60%22	https://framerusercontent.com/images/a8HdbjKj2e0qxSfTYafU32Ii8Rc.jpg?scale-down-to=512&width=1536&height=1024%20512w,https://framerusercontent.com/images/a8HdbjKj2e0qxSfTYafU32Ii8Rc.jpg?scale-down-to=1024&width=1536&height=1024%201024w,https://framerusercontent.com/images/a8HdbjKj2e0qxSfTYafU32Ii8Rc.jpg?width=1536&height=1024%201536w	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/a8HdbjKj2e0qxSfTYafU32Ii8Rcb534.jpg	(from https://www.rebelforce.nl/)
10:47:12	264049/264049	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2018%20May%202026%2019:27:57%20GMT	https://www.rebelforce.nl/works/e	C:/My%20Web%20Sites/RebelForce/www.rebelforce.nl/works/e	(from https://www.rebelforce.nl/works/thriveos)
10:47:12	264049/264049	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2018%20May%202026%2019:27:57%20GMT	https://www.rebelforce.nl/works/o	C:/My%20Web%20Sites/RebelForce/www.rebelforce.nl/works/o	(from https://www.rebelforce.nl/works/thriveos)
10:47:15	397079/397079	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20May%202026%2001:53:16%20GMT	https://www.rebelforce.nl/works/happybase	C:/My%20Web%20Sites/RebelForce/www.rebelforce.nl/works/happybase.html	(from https://www.rebelforce.nl/works)
10:47:15	57813/57813	---MC-	200	added ('OK')	image/jpeg	etag:%220119cf6ed999b29f9b4e7d768790774d%22	https://framerusercontent.com/images/OniXQO9phBQnsvbcqvCP73dctlw.jpg?width=1200&height=628	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/OniXQO9phBQnsvbcqvCP73dctlw9b62.jpg	(from https://www.rebelforce.nl/works)
10:47:15	38523/38523	---MC-	200	added ('OK')	image/jpeg	etag:%22b5bc02dbc63e87ef501d55fb4fd5d155%22	https://framerusercontent.com/images/OniXQO9phBQnsvbcqvCP73dctlw.jpg?scale-down-to=512&width=1200&height=628%20512w,https://framerusercontent.com/images/OniXQO9phBQnsvbcqvCP73dctlw.jpg?scale-down-to=1024&width=1200&height=628%201024w,https://framerusercontent.com/images/OniXQO9phBQnsvbcqvCP73dctlw.jpg?width=1200&height=628%201200w	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/OniXQO9phBQnsvbcqvCP73dctlw4d10.jpg	(from https://www.rebelforce.nl/works)
10:47:16	323133/323133	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202026%2020:09:34%20GMT	https://www.rebelforce.nl/blog/ai-process-optimization-predictive-analytics	C:/My%20Web%20Sites/RebelForce/www.rebelforce.nl/blog/ai-process-optimization-predictive-analytics.html	(from https://www.rebelforce.nl/blog)
10:47:17	272673/272673	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202026%2020:09:13%20GMT	https://www.rebelforce.nl/blog/enterprise-ai-failure-avoid-de-risk-scale	C:/My%20Web%20Sites/RebelForce/www.rebelforce.nl/blog/enterprise-ai-failure-avoid-de-risk-scale.html	(from https://www.rebelforce.nl/blog)
10:47:17	155703/155703	---MC-	200	added ('OK')	image/jpeg	etag:%2282d98a081a2c5b6b881761d903c6312f%22	https://framerusercontent.com/images/GUcSs1s1UnbU2nndBP1DKC9aRI8.jpg?width=1536&height=1024	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/GUcSs1s1UnbU2nndBP1DKC9aRI8c65e.jpg	(from https://www.rebelforce.nl/blog)
10:47:17	486627/486627	---MC-	200	added ('OK')	image/png	etag:%22f58f973a4837cd532ca66c985478296a%22	https://framerusercontent.com/images/PRnr71g6SysUi4WlxrPZGi3uC8g.jpg?width=1536&height=1024	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/PRnr71g6SysUi4WlxrPZGi3uC8gc65e.png	(from https://www.rebelforce.nl/blog)
10:47:19	351745/351745	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20May%202026%2006:22:22%20GMT	https://www.rebelforce.nl/blog/enterprise-ai-roadmap-2026-guide	C:/My%20Web%20Sites/RebelForce/www.rebelforce.nl/blog/enterprise-ai-roadmap-2026-guide.html	(from https://www.rebelforce.nl/blog)
10:47:19	337129/337129	---MC-	200	added ('OK')	image/png	etag:%22c7d0f87e3bb49b6f7b55865d83a42f70%22	https://framerusercontent.com/images/D6gwXCSMcW3QvAbKgebzWnA29wU.jpg?width=1536&height=1024	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/D6gwXCSMcW3QvAbKgebzWnA29wUc65e.png	(from https://www.rebelforce.nl/blog)
10:47:20	318227/318227	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202026%2019:27:57%20GMT	https://www.rebelforce.nl/blog/ai-enablement-blueprint-kpi-alignment-guide	C:/My%20Web%20Sites/RebelForce/www.rebelforce.nl/blog/ai-enablement-blueprint-kpi-alignment-guide.html	(from https://www.rebelforce.nl/blog)
10:47:24	135578/135578	---MC-	200	added ('OK')	image/jpeg	etag:%221824f05a2471c1aec5c450be6c65fbdd%22	https://framerusercontent.com/images/ERYdFaWjO30MhdhsUHfyH7q4.jpg?width=1536&height=1024	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/ERYdFaWjO30MhdhsUHfyH7q4c65e.jpg	(from https://www.rebelforce.nl/blog)
10:47:25	310497/310497	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202026%2020:25:26%20GMT	https://www.rebelforce.nl/blog/process-benchmarking-roi	C:/My%20Web%20Sites/RebelForce/www.rebelforce.nl/blog/process-benchmarking-roi.html	(from https://www.rebelforce.nl/blog)
10:47:25	116481/116481	---MC-	200	added ('OK')	image/jpeg	etag:%22b49ca1440bcb2e13d4fd253890de9c10%22	https://framerusercontent.com/images/JmI6oIH1myH16CYiep86FKFIWJU.jpg?width=1536&height=1024	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/JmI6oIH1myH16CYiep86FKFIWJUc65e.jpg	(from https://www.rebelforce.nl/blog)
10:47:26	271258/271258	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20May%202026%2005:38:53%20GMT	https://www.rebelforce.nl/blog/fix-failing-ai-projects-process-first-guide	C:/My%20Web%20Sites/RebelForce/www.rebelforce.nl/blog/fix-failing-ai-projects-process-first-guide.html	(from https://www.rebelforce.nl/blog)
10:47:26	79428/79428	---MC-	200	added ('OK')	image/jpeg	etag:%22eb8ab9562b44c0ec971ec210333b87eb%22	https://framerusercontent.com/images/cm2q9luJV0Ri82mtyrdIr5xY7LA.jpg?width=1536&height=1024	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/cm2q9luJV0Ri82mtyrdIr5xY7LAc65e.jpg	(from https://www.rebelforce.nl/blog)
10:47:27	72004/72004	---MC-	200	added ('OK')	image/png	etag:%227dfc923a471af4e2d9b71bb96cc405ec%22	https://framerusercontent.com/images/PRnr71g6SysUi4WlxrPZGi3uC8g.jpg?scale-down-to=512&width=1536&height=1024%20512w,https://framerusercontent.com/images/PRnr71g6SysUi4WlxrPZGi3uC8g.jpg?scale-down-to=1024&width=1536&height=1024%201024w,https://framerusercontent.com/images/PRnr71g6SysUi4WlxrPZGi3uC8g.jpg?width=1536&height=1024%201536w	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/PRnr71g6SysUi4WlxrPZGi3uC8g7906.png	(from https://www.rebelforce.nl/blog)
10:47:27	43677/43677	---MC-	200	added ('OK')	image/jpeg	etag:%22de2dcec8fc82f08273f5983ad69bc132%22	https://framerusercontent.com/images/GUcSs1s1UnbU2nndBP1DKC9aRI8.jpg?scale-down-to=512&width=1536&height=1024%20512w,https://framerusercontent.com/images/GUcSs1s1UnbU2nndBP1DKC9aRI8.jpg?scale-down-to=1024&width=1536&height=1024%201024w,https://framerusercontent.com/images/GUcSs1s1UnbU2nndBP1DKC9aRI8.jpg?width=1536&height=1024%201536w	C:/My%20Web%20Sites/RebelForce/framerusercontent.com/images/GUcSs1s1UnbU2nndBP1DKC9aRI8c1a4.jpg	(from https://www.rebelforce.nl/blog)
